temperature,ang_rate_x,ang_rate_y,ang_rate_z,temperature_1,ang_rate_x_1,ang_rate_y_1,ang_rate_z_1
5232, 42, -178, 42, 4928, -250, -132, -62
5184, 61, -195, 38, 4944, -247, -139, -67
5200, 65, -197, 44, 4928, -228, -127, -55
5200, 58, -156, 41, 4960, -226, -146, -58
5184, 53, -181, 61, 4992, -224, -118, -71
5184, 54, -166, 49, 4960, -238, -122, -65
5200, 56, -181, 65, 4960, -234, -109, -52
5120, 56, -176, 43, 4928, -252, -113, -58
5200, 46, -185, 38, 4928, -248, -120, -46
5232, 56, -159, 62, 4928, -221, -141, -57
5232, 68, -173, 52, 4880, -223, -121, -69
5232, 50, -179, 15, 4928, -246, -123, -48
5168, 55, -163, 55, 4896, -237, -125, -61
5168, 55, -174, 51, 4928, -235, -95, -51
5296, 76, -165, 26, 4960, -241, -138, -44
5232, 67, -176, 47, 4928, -229, -116, -62
5232, 46, -174, 46, 4880, -248, -126, -71
5136, 80, -169, 52, 4928, -215, -115, -58
5200, 58, -171, 49, 4928, -207, -119, -41
5280, 63, -192, 32, 4896, -234, -108, -72
5200, 66, -189, 36, 4896, -237, -102, -71
5200, 55, -197, 59, 4896, -232, -118, -60
5232, 59, -182, 45, 4944, -240, -144, -71
5200, 39, -170, 46, 4928, -242, -129, -64
5280, 62, -171, 49, 4928, -251, -140, -47
5312, 71, -184, 36, 4928, -234, -120, -77
5232, 50, -184, 26, 4896, -210, -134, -49
5248, 44, -154, 57, 4768, -210, -139, -55
5136, 68, -178, 36, 4880, -253, -116, -81
5200, 73, -172, 41, 4880, -220, -99, -64
5296, 70, -181, 52, 4896, -212, -127, -72
5232, 73, -159, 36, 4928, -239, -139, -69
5232, 48, -166, 57, 4928, -213, -142, -51
5168, 43, -167, 53, 4896, -209, -115, -66
5248, 70, -186, 58, 4960, -238, -137, -75
5200, 69, -184, 50, 4944, -225, -94, -50
5248, 80, -173, 44, 4896, -230, -119, -56
5136, 72, -193, 57, 4928, -229, -110, -60
5248, 63, -176, 41, 4896, -235, -135, -62
5184, 71, -164, 53, 4944, -223, -145, -50
5200, 41, -193, 56, 4944, -230, -131, -53
5184, 70, -188, 68, 4880, -237, -131, -53
5168, 51, -153, 40, 4928, -248, -128, -63
5200, 74, -176, 51, 4880, -245, -148, -63
5296, 70, -167, 53, 4880, -219, -137, -56
5168, 66, -191, 28, 4848, -244, -119, -75
5232, 47, -179, 28, 4928, -239, -134, -44
5200, 43, -164, 54, 4896, -220, -137, -70
5200, 63, -178, 48, 4896, -202, -121, -76
5248, 59, -158, 53, 4896, -237, -110, -77
5184, 51, -175, 59, 4992, -233, -109, -71
5168, 78, -185, 45, 5008, -220, -126, -64
5168, 65, -152, 61, 4960, -247, -126, -39
5280, 67, -162, 42, 4992, -240, -153, -56
5232, 52, -155, 43, 4928, -229, -131, -73
5200, 54, -160, 60, 4944, -241, -122, -46
5200, 53, -174, 38, 4944, -214, -108, -66
5168, 59, -152, 43, 4928, -239, -153, -57
5200, 38, -156, 44, 4928, -232, -116, -56
5184, 47, -175, 61, 4896, -215, -139, -68
5248, 50, -195, 39, 4896, -230, -106, -59
5120, 38, -171, 50, 4928, -232, -141, -65
5200, 52, -179, 59, 4832, -215, -127, -58
5296, 77, -183, 44, 4816, -241, -120, -45
5184, 73, -184, 62, 4928, -229, -139, -67
5296, 60, -144, 49, 4896, -200, -130, -60
5136, 53, -180, 49, 4880, -254, -113, -46
5232, 51, -186, 26, 4880, -235, -136, -63
5248, 48, -182, 52, 4928, -238, -90, -65
5200, 52, -177, 53, 4896, -240, -123, -84
5200, 50, -179, 54, 4960, -234, -136, -77
5200, 57, -179, 47, 4928, -216, -107, -71
5168, 63, -165, 50, 4928, -242, -149, -46
5200, 65, -181, 58, 4928, -244, -115, -57
5232, 60, -179, 42, 4960, -216, -123, -58
5184, 55, -179, 45, 4896, -233, -145, -73
5296, 54, -159, 56, 4960, -229, -136, -61
5200, 52, -189, 47, 4944, -237, -127, -57
5280, 55, -180, 58, 4928, -249, -128, -62
5200, 37, -174, 47, 4944, -246, -115, -67
5184, 64, -172, 39, 4896, -219, -141, -54
5200, 66, -167, 40, 4928, -235, -110, -62
5232, 53, -171, 44, 4880, -230, -122, -61
5232, 57, -177, 63, 4928, -223, -139, -76
5184, 56, -170, 51, 4928, -252, -116, -54
5232, 63, -194, 45, 4896, -207, -146, -70
5136, 73, -184, 49, 4960, -236, -121, -73
5200, 62, -165, 30, 4928, -244, -132, -65
5200, 55, -177, 28, 4896, -241, -137, -66
5200, 51, -173, 47, 4928, -233, -111, -81
5168, 54, -168, 54, 4896, -253, -118, -58
5200, 57, -160, 29, 4928, -231, -117, -75
5248, 46, -169, 44, 4848, -229, -112, -69
5200, 71, -183, 44, 4816, -228, -127, -52
5248, 86, -168, 59, 4992, -236, -96, -81
5296, 57, -170, 51, 4896, -226, -133, -61
5248, 56, -177, 53, 4896, -240, -117, -54
5296, 62, -182, 32, 4880, -219, -134, -54
5232, 31, -156, 43, 4960, -251, -111, -69
5232, 73, -182, 49, 4928, -225, -119, -63
5200, 57, -153, 51, 4848, -231, -123, -72
5200, 48, -182, 34, 4944, -245, -124, -53
5232, 65, -176, 59, 4928, -243, -132, -50
5232, 51, -195, 37, 4928, -235, -121, -56
5232, 63, -170, 66, 4896, -230, -124, -53
5232, 44, -177, 31, 4928, -249, -128, -71
5184, 56, -158, 33, 4880, -234, -137, -47
5248, 56, -180, 26, 4896, -247, -126, -62
5232, 62, -177, 36, 4992, -225, -125, -59
5136, 54, -161, 47, 5024, -226, -126, -69
5232, 57, -171, 61, 5024, -228, -107, -65
5200, 53, -177, 26, 4928, -245, -120, -72
5312, 48, -160, 51, 4896, -244, -130, -69
5344, 58, -151, 29, 4944, -218, -119, -76
5248, 59, -162, 48, 4928, -235, -128, -65
5232, 60, -177, 42, 4928, -250, -122, -62
5184, 58, -180, 48, 4848, -228, -124, -53
5248, 52, -162, 52, 4944, -217, -108, -59
5200, 52, -176, 58, 4880, -247, -124, -86
5200, 39, -170, 48, 4928, -226, -104, -64
5232, 65, -188, 55, 4928, -228, -138, -62
5200, 84, -180, 46, 4896, -225, -141, -66
5136, 34, -186, 51, 4928, -241, -122, -60
5184, 52, -174, 54, 4960, -225, -128, -69
5232, 62, -164, 68, 4928, -233, -123, -69
5184, 52, -163, 46, 4880, -237, -130, -76
5200, 86, -166, 50, 4928, -244, -133, -70
5232, 37, -179, 49, 4928, -249, -147, -70
5200, 48, -184, 43, 4928, -229, -139, -44
5184, 76, -184, 48, 4960, -233, -152, -53
5200, 29, -182, 34, 4880, -215, -115, -49
5184, 57, -176, 43, 4944, -248, -108, -61
5120, 58, -166, 51, 4992, -238, -119, -71
5120, 89, -154, 46, 4832, -234, -148, -51
5232, 38, -186, 68, 4928, -233, -115, -50
5232, 55, -173, 57, 4896, -241, -122, -68
5184, 49, -160, 40, 4880, -238, -124, -57
5168, 39, -170, 33, 4928, -233, -130, -61
5200, 38, -168, 60, 4896, -236, -130, -64
5184, 56, -156, 46, 4896, -233, -130, -60
5168, 35, -171, 43, 4848, -227, -126, -50
5232, 49, -188, 46, 4848, -248, -121, -53
5200, 62, -180, 22, 4928, -239, -132, -55
5184, 59, -171, 49, 4928, -218, -111, -60
5232, 53, -169, 43, 4928, -235, -137, -66
5200, 30, -169, 42, 5008, -248, -103, -70
5248, 41, -199, 41, 4880, -249, -135, -76
5232, 78, -136, 39, 4944, -247, -135, -83
5296, 62, -155, 33, 4816, -255, -121, -50
5200, 50, -173, 37, 4896, -222, -109, -78
5184, 59, -151, 49, 4928, -252, -122, -66
5184, 72, -162, 57, 4928, -236, -114, -79
5168, 70, -195, 47, 4896, -212, -140, -45
5200, 46, -180, 54, 4928, -214, -112, -79
5136, 58, -158, 56, 4928, -227, -120, -61
5232, 51, -196, 48, 4944, -243, -129, -67
5296, 54, -182, 23, 4944, -221, -112, -62
5280, 38, -170, 46, 4928, -230, -117, -78
5200, 58, -172, 55, 4928, -231, -111, -60
5168, 36, -161, 44, 4944, -241, -135, -54
5232, 57, -170, 41, 4960, -233, -127, -74
5104, 68, -185, 20, 4928, -221, -145, -58
5136, 58, -159, 38, 4896, -245, -106, -69
5200, 68, -158, 41, 4816, -230, -152, -75
5248, 44, -173, 41, 4896, -237, -125, -71
5200, 71, -176, 51, 4880, -258, -131, -70
5184, 66, -180, 58, 4928, -258, -117, -73
5184, 57, -176, 36, 4816, -253, -99, -69
5232, 37, -171, 38, 4944, -234, -117, -78
5168, 65, -175, 41, 4880, -221, -139, -86
5232, 64, -173, 50, 4944, -218, -127, -55
5232, 50, -188, 46, 4880, -219, -144, -65
5248, 58, -165, 67, 4928, -226, -116, -65
5344, 36, -177, 61, 4832, -231, -108, -82
5232, 50, -190, 44, 4896, -231, -137, -56
5232, 60, -171, 45, 4816, -254, -116, -51
5200, 68, -164, 43, 4880, -250, -106, -60
5200, 62, -178, 48, 4832, -214, -126, -61
5232, 53, -170, 25, 4896, -239, -108, -66
5232, 51, -175, 47, 4816, -245, -116, -58
5280, 68, -169, 59, 4816, -228, -122, -72
5184, 47, -170, 35, 4928, -236, -168, -48
5168, 76, -203, 27, 4896, -241, -110, -70
5168, 70, -179, 45, 4992, -234, -124, -75
5296, 61, -172, 28, 4960, -222, -144, -68
5232, 43, -181, 57, 4944, -236, -106, -55
5232, 65, -183, 52, 4880, -233, -127, -78
5232, 55, -170, 51, 4880, -227, -137, -61
5168, 52, -173, 60, 4928, -226, -133, -80
5104, 49, -196, 36, 4928, -226, -128, -70
